space_id,space_name,space_longname,spatialzone_name,spatialzone_longname,spatialzone_type,storey_id,storey_name,building_id,building_name
2f9d5b90-373e-45e9-b741-6bf6837c2581,A1.01,overloop,00.00 Common,01.00 Common,Common Parts,3813aa95-a06c-4028-b7e4-b21f2cba5b8a,01 eerste verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
30186c45-2d2c-4c1a-92fd-3e520e83af0e,7.00,entree,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
ad23ea9f-8339-4a33-b61f-c1736c1a540e,7.01,mk,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
3c56aaec-921d-44cc-b18b-1224592d8bdd,7.02,toilet,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
76de29eb-c020-4e79-a5bd-0ed7c6827466,7.03,woonkamer,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
ffe7b54f-3cc7-4cb6-b4b5-2914fa1cbed8,7.04,keuken,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
6aa148cc-4ca4-4a7d-aee1-52e8ae349c5f,7.05,slaapkamer 1,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
eac234ed-6973-491b-a164-18ea3ff4292b,7.06,slaapkamer 2,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
70f54dd5-bcf2-4b00-8084-abdbae4a0bfd,7.07,badkamer,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
d4a13317-f4fe-4299-9b78-f3409494607d,7.08,instal. ruimte,02.07 Apartment,02.07 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
0ce2d3f6-1e1e-4b44-a314-6cd794d775bf,8.00,entree,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
754368d8-fa84-46ac-be69-0d991d675d67,8.01,mk,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
b79145c3-70f1-4ad2-bc93-a8b38d62c555,8.02,toilet,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
24fae3c4-60b6-4241-9ec5-aeae522dc868,8.03,woonkamer,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
da526ff3-fd78-4ee5-b5d0-0f39ef2ad002,8.04,keuken,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
b4fae5c3-578a-47eb-a65f-9a189ab4bedb,8.05,slaapkamer 1,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
55a2c35c-cc9a-4a1a-b1bf-94e8b701f711,8.06,slaapkamer 2,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
0c4cda91-5635-4c83-81cd-97861e2007d7,8.07,badkamer,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
76228b65-0e94-41e8-afd0-1a7896150a8c,8.08,instal. ruimte,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
363a28d9-7e78-4a8c-a932-d758fa09553c,8.09,kast,02.08 Apartment,02.08 Apartment,Private Parts - Apartment,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
97c45622-5687-493c-b995-766888ca8a9c,A2.01,overloop,00.00 Common,02.00 Common,Common Parts,3a674ee9-2548-40c5-936d-abd348c21e8d,02 tweede verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
26255731-3eab-4760-befa-6dd126309bd4,10.00,entree,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
a2cbf3b3-67ff-429d-8306-f578c314b4f4,10.01,mk,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
99979f8b-4e97-483b-905c-b454eb11daac,10.02,toilet,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
2f423a09-aed5-4541-a5db-5c2538242ef5,10.03,woonkamer,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
37afb7b7-8853-43c5-a36f-5c397ea907d4,10.04,keuken,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
53d5628c-940e-4e24-9a47-252094299e17,10.05,slaapkamer,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
42d94669-d1ee-4d3f-9fe1-13a21e8915d4,10.06,onben. ruimte,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
4abd018d-c095-41ac-8544-f112772c83d8,10.07,badkamer,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
0f615aab-4637-4b61-9348-50f1996f5ec0,10.08,instal. ruimte,03.10 Apartment,03.10 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
0085ff3d-8503-4d69-9d91-6685fa317c23,9.00,entree,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
323a5b95-1e23-4d20-a8b0-1a88b329d10b,9.01,mk,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
9c3aabce-8c60-48b1-891f-8bfb59b6f075,9.02,toilet,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
60def17e-9b13-4dac-a4aa-999cd8ee076f,9.03,woonkamer,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
ec404de5-8532-4005-bba3-018f31512955,9.04,keuken,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
fea59720-007f-4797-8a51-be60dcd9ea8f,9.05,slaapkamer 1,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
6edb9947-be66-4bdc-9d70-324718d12ce7,9.06,slaapkamer 2,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
c44d52f7-bd98-4e92-84ee-3c7cf3e1e009,9.07,badkamer,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
3d04d597-2bc9-4205-b6e7-877b82f0ffe4,9.08,instal. ruimte,03.09 Apartment,03.09 Apartment,Private Parts - Apartment,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
e626aa4b-c738-4ade-a2c1-c91aa2daa4b6,A3.01,overloop,00.00 Common,03.00 Common,Common Parts,91f24dc1-a766-4e42-9f22-67cb30042281,03 derde verdieping,00dd6c87-6a6e-f482-7490-e6613659708a,Building
